CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
less_0,12,prior_payments_delayed,car_used,1097,less_100,1_to_4,2,male,none,3,savings_insurance,34,none,own,1,skilled,1,yes,yes,1
no_checking,35,prior_payments_delayed,appliances,5044,unknown,4_to_7,4,male,none,3,car_other,43,none,own,2,skilled,1,none,yes,0
no_checking,34,prior_payments_delayed,appliances,4834,500_to_1000,4_to_7,3,male,none,4,unknown,47,none,own,2,skilled,2,yes,yes,1
less_0,4,no_credits,car_new,250,less_100,less_1,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,0
less_0,24,credits_paid_to_date,retraining,1982,less_100,less_1,2,female,none,3,real_estate,31,none,own,1,skilled,1,none,yes,0
no_checking,21,credits_paid_to_date,car_used,6850,greater_1000,1_to_4,3,male,none,4,unknown,32,stores,own,2,unskilled,1,yes,yes,0
less_0,10,prior_payments_delayed,repairs,2016,less_100,1_to_4,3,female,none,3,car_other,19,stores,rent,1,unskilled,1,none,yes,0
no_checking,27,prior_payments_delayed,radio_tv,6693,100_to_500,greater_7,5,male,none,3,car_other,48,none,free,2,management_self-employed,1,none,yes,0
0_to_200,17,prior_payments_delayed,furniture,2068,greater_1000,1_to_4,3,male,none,3,savings_insurance,33,none,own,2,skilled,2,yes,yes,1
no_checking,24,prior_payments_delayed,radio_tv,4059,100_to_500,greater_7,4,male,guarantor,3,unknown,60,none,free,3,skilled,1,yes,no,1
0_to_200,26,credits_paid_to_date,furniture,4417,less_100,1_to_4,2,female,co-applicant,2,savings_insurance,21,stores,own,1,skilled,1,none,yes,0
no_checking,30,prior_payments_delayed,furniture,5546,unknown,greater_7,4,male,none,5,car_other,37,none,own,2,skilled,1,none,yes,0
no_checking,26,outstanding_credit,furniture,5461,500_to_1000,4_to_7,4,male,none,5,savings_insurance,50,none,own,1,management_self-employed,1,none,yes,0
less_0,6,prior_payments_delayed,car_used,250,500_to_1000,less_1,1,female,none,1,real_estate,23,stores,rent,1,skilled,1,none,yes,0
less_0,22,no_credits,car_used,2788,less_100,1_to_4,2,female,none,1,savings_insurance,37,stores,own,1,unskilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_used,250,100_to_500,1_to_4,2,female,none,2,savings_insurance,25,stores,rent,1,skilled,1,none,yes,0
less_0,10,all_credits_paid_back,car_new,1601,less_100,less_1,1,male,none,2,savings_insurance,27,stores,rent,1,skilled,1,none,yes,0
0_to_200,4,no_credits,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,0
0_to_200,33,prior_payments_delayed,furniture,2309,100_to_500,greater_7,3,male,none,3,savings_insurance,33,stores,own,1,unskilled,2,none,yes,0
0_to_200,14,credits_paid_to_date,vacation,2126,less_100,4_to_7,2,male,none,3,car_other,47,none,own,1,skilled,1,yes,yes,1
0_to_200,17,credits_paid_to_date,car_used,3002,less_100,less_1,3,female,none,2,car_other,41,bank,own,2,unskilled,1,yes,yes,0
no_checking,37,prior_payments_delayed,repairs,7862,unknown,4_to_7,3,male,co-applicant,4,unknown,43,none,free,3,skilled,2,yes,yes,1
no_checking,17,prior_payments_delayed,radio_tv,1492,500_to_1000,greater_7,3,female,none,2,savings_insurance,46,none,own,1,skilled,1,none,yes,0
greater_200,31,outstanding_credit,appliances,4295,500_to_1000,4_to_7,4,female,co-applicant,5,car_other,45,none,free,2,management_self-employed,1,yes,yes,1
no_checking,44,outstanding_credit,radio_tv,5037,greater_1000,greater_7,4,male,co-applicant,5,unknown,37,none,free,2,skilled,1,yes,yes,1
0_to_200,15,credits_paid_to_date,furniture,1350,less_100,less_1,2,female,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,0
0_to_200,28,credits_paid_to_date,furniture,3519,less_100,4_to_7,4,male,none,2,savings_insurance,39,none,own,1,skilled,1,yes,yes,0
0_to_200,33,outstanding_credit,furniture,5674,unknown,greater_7,3,female,none,3,unknown,44,stores,own,2,unskilled,1,yes,yes,1
0_to_200,18,prior_payments_delayed,furniture,4504,less_100,greater_7,4,male,none,3,unknown,46,none,own,1,skilled,1,none,no,0
0_to_200,15,no_credits,car_new,5143,less_100,less_1,2,female,none,2,real_estate,26,bank,own,1,unskilled,1,none,yes,0
no_checking,38,prior_payments_delayed,furniture,2716,500_to_1000,4_to_7,4,male,none,4,savings_insurance,28,none,free,2,skilled,1,none,yes,1
less_0,14,all_credits_paid_back,vacation,587,500_to_1000,1_to_4,3,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,0
0_to_200,12,prior_payments_delayed,radio_tv,250,500_to_1000,less_1,2,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,0
greater_200,24,credits_paid_to_date,car_used,3496,100_to_500,4_to_7,3,female,none,3,savings_insurance,41,none,own,2,skilled,1,none,yes,0
0_to_200,25,credits_paid_to_date,retraining,4411,less_100,4_to_7,2,male,none,1,savings_insurance,35,stores,own,2,skilled,1,none,yes,0
less_0,13,all_credits_paid_back,car_new,766,100_to_500,less_1,1,female,none,1,savings_insurance,36,stores,own,2,skilled,1,none,yes,1
less_0,22,credits_paid_to_date,car_new,250,less_100,less_1,1,male,none,3,savings_insurance,19,stores,rent,1,skilled,1,none,yes,0
no_checking,24,prior_payments_delayed,car_used,1322,100_to_500,less_1,2,male,none,3,car_other,26,bank,own,2,unskilled,1,none,yes,0
no_checking,33,outstanding_credit,repairs,5595,unknown,greater_7,5,male,co-applicant,4,unknown,54,none,free,2,skilled,2,yes,yes,1
no_checking,38,prior_payments_delayed,other,8607,unknown,1_to_4,5,male,none,5,savings_insurance,53,none,own,3,skilled,2,yes,yes,0
no_checking,42,prior_payments_delayed,radio_tv,9856,unknown,greater_7,6,male,co-applicant,5,unknown,53,none,own,2,skilled,2,yes,yes,1
0_to_200,13,credits_paid_to_date,car_used,2923,less_100,1_to_4,3,female,none,2,savings_insurance,19,none,own,1,skilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_new,3490,100_to_500,1_to_4,1,female,co-applicant,3,car_other,26,none,own,1,skilled,1,none,yes,1
no_checking,12,all_credits_paid_back,vacation,1529,500_to_1000,4_to_7,3,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,0
no_checking,29,outstanding_credit,appliances,5018,500_to_1000,1_to_4,3,male,none,4,car_other,67,stores,own,2,unskilled,2,yes,yes,0
greater_200,26,credits_paid_to_date,furniture,3308,100_to_500,4_to_7,4,female,none,4,car_other,55,none,own,2,management_self-employed,1,yes,yes,1
no_checking,27,outstanding_credit,furniture,7077,500_to_1000,greater_7,5,male,co-applicant,4,car_other,46,none,free,2,management_self-employed,1,yes,yes,1
0_to_200,25,credits_paid_to_date,retraining,2450,less_100,less_1,2,male,none,1,savings_insurance,29,none,own,1,skilled,1,none,yes,0
greater_200,25,outstanding_credit,car_used,4411,greater_1000,1_to_4,4,male,none,4,savings_insurance,41,none,own,2,skilled,1,yes,no,0
less_0,15,credits_paid_to_date,car_new,763,less_100,less_1,2,female,none,1,savings_insurance,29,stores,own,1,skilled,1,none,yes,0
no_checking,25,outstanding_credit,furniture,7469,unknown,greater_7,4,male,co-applicant,3,car_other,54,none,free,2,skilled,2,yes,yes,1
0_to_200,23,outstanding_credit,business,3452,greater_1000,1_to_4,3,male,none,3,car_other,30,none,own,1,management_self-employed,1,none,yes,0
no_checking,63,outstanding_credit,other,8244,greater_1000,greater_7,4,male,co-applicant,5,car_other,52,none,free,2,skilled,2,yes,yes,1
greater_200,14,prior_payments_delayed,furniture,3608,100_to_500,greater_7,3,male,none,3,car_other,39,stores,own,2,skilled,2,yes,yes,1
no_checking,25,prior_payments_delayed,business,6065,100_to_500,4_to_7,3,male,none,4,car_other,42,none,own,1,management_self-employed,1,none,yes,0
less_0,11,credits_paid_to_date,appliances,250,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,0
less_0,22,credits_paid_to_date,car_used,2801,less_100,less_1,3,female,none,2,real_estate,25,none,own,1,skilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,3,real_estate,31,none,own,1,skilled,1,none,yes,0
less_0,4,credits_paid_to_date,car_new,695,100_to_500,4_to_7,3,male,none,2,car_other,29,none,rent,1,skilled,1,none,yes,0
no_checking,19,credits_paid_to_date,radio_tv,2238,500_to_1000,1_to_4,3,female,none,2,car_other,27,none,free,2,skilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,appliances,919,100_to_500,1_to_4,3,female,none,1,real_estate,24,none,own,1,skilled,2,yes,yes,0
less_0,20,credits_paid_to_date,car_used,250,less_100,1_to_4,1,female,none,2,real_estate,20,stores,rent,1,skilled,1,none,yes,0
no_checking,33,prior_payments_delayed,radio_tv,8801,greater_1000,greater_7,5,male,guarantor,4,unknown,53,none,free,2,skilled,1,yes,yes,1
no_checking,38,outstanding_credit,radio_tv,4113,greater_1000,greater_7,4,male,co-applicant,3,car_other,41,none,free,2,skilled,1,yes,yes,1
0_to_200,15,credits_paid_to_date,car_used,2752,less_100,less_1,2,female,none,3,car_other,31,none,own,1,skilled,1,none,yes,0
less_0,22,credits_paid_to_date,appliances,2448,less_100,4_to_7,3,female,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,0
less_0,15,prior_payments_delayed,radio_tv,904,100_to_500,1_to_4,3,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,0
0_to_200,28,credits_paid_to_date,radio_tv,3714,500_to_1000,4_to_7,4,male,none,4,savings_insurance,29,stores,own,2,unskilled,1,yes,yes,0
less_0,17,prior_payments_delayed,furniture,3016,less_100,less_1,1,female,co-applicant,3,unknown,35,stores,free,2,skilled,1,none,yes,0
no_checking,21,outstanding_credit,furniture,2960,500_to_1000,1_to_4,2,male,none,4,unknown,27,none,own,1,skilled,1,yes,yes,1
no_checking,33,prior_payments_delayed,education,6446,100_to_500,1_to_4,4,female,none,4,car_other,54,bank,own,2,unskilled,1,none,yes,0
less_0,10,all_credits_paid_back,vacation,2380,less_100,less_1,2,female,none,2,savings_insurance,28,none,rent,1,skilled,1,none,yes,0
less_0,14,all_credits_paid_back,furniture,1784,less_100,unemployed,1,female,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,0
less_0,12,all_credits_paid_back,car_used,250,less_100,1_to_4,3,female,none,3,real_estate,35,none,own,1,skilled,1,none,yes,0
less_0,25,prior_payments_delayed,radio_tv,4386,greater_1000,less_1,3,female,none,2,car_other,32,none,own,2,skilled,1,none,yes,1
0_to_200,21,outstanding_credit,furniture,4839,greater_1000,greater_7,4,male,none,2,car_other,43,none,own,2,skilled,2,none,yes,0
0_to_200,7,all_credits_paid_back,vacation,250,less_100,unemployed,2,male,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,0
no_checking,43,outstanding_credit,repairs,6401,greater_1000,4_to_7,3,male,co-applicant,3,savings_insurance,44,none,free,2,skilled,1,yes,yes,0
no_checking,31,prior_payments_delayed,vacation,6117,100_to_500,less_1,4,male,none,3,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,1
less_0,12,no_credits,car_new,3037,less_100,less_1,1,female,none,2,car_other,31,stores,own,1,skilled,1,none,yes,0
less_0,28,credits_paid_to_date,furniture,713,greater_1000,4_to_7,2,female,none,1,savings_insurance,27,stores,own,1,unskilled,1,none,yes,0
no_checking,44,prior_payments_delayed,repairs,6912,greater_1000,greater_7,4,male,co-applicant,3,car_other,42,none,own,2,skilled,1,none,yes,1
less_0,17,prior_payments_delayed,radio_tv,250,less_100,4_to_7,3,male,none,2,savings_insurance,30,none,rent,1,skilled,1,none,yes,0
no_checking,8,credits_paid_to_date,car_used,4237,500_to_1000,4_to_7,4,male,none,4,car_other,27,none,own,1,management_self-employed,1,yes,yes,1
no_checking,33,prior_payments_delayed,business,5204,500_to_1000,1_to_4,3,female,none,3,savings_insurance,53,none,own,1,skilled,1,none,yes,0
0_to_200,19,credits_paid_to_date,furniture,3202,less_100,1_to_4,3,female,none,3,savings_insurance,30,none,own,2,skilled,1,none,yes,1
less_0,37,credits_paid_to_date,appliances,4893,greater_1000,1_to_4,3,male,none,3,savings_insurance,30,none,rent,2,skilled,1,none,yes,0
greater_200,24,prior_payments_delayed,radio_tv,4174,100_to_500,1_to_4,3,male,co-applicant,3,unknown,44,none,own,1,skilled,1,yes,yes,0
0_to_200,20,prior_payments_delayed,repairs,4463,greater_1000,greater_7,3,male,none,4,car_other,41,none,own,3,skilled,1,none,yes,1
less_0,14,prior_payments_delayed,furniture,1697,less_100,1_to_4,3,female,none,3,car_other,19,none,own,1,skilled,1,none,yes,0
0_to_200,17,prior_payments_delayed,education,2789,100_to_500,4_to_7,4,male,co-applicant,4,savings_insurance,38,none,own,1,skilled,1,yes,yes,0
less_0,8,prior_payments_delayed,furniture,311,less_100,less_1,1,female,none,2,savings_insurance,39,none,own,1,skilled,1,yes,yes,1
less_0,4,all_credits_paid_back,appliances,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
0_to_200,4,prior_payments_delayed,car_new,250,less_100,less_1,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,0
0_to_200,5,all_credits_paid_back,appliances,4991,less_100,less_1,3,female,none,3,car_other,28,none,own,1,management_self-employed,1,none,yes,0
no_checking,23,prior_payments_delayed,business,3999,unknown,1_to_4,3,male,none,4,car_other,25,none,own,2,skilled,1,none,yes,1
no_checking,24,outstanding_credit,car_used,5037,500_to_1000,4_to_7,4,female,none,5,car_other,45,none,own,2,management_self-employed,1,yes,yes,1
less_0,21,prior_payments_delayed,education,600,less_100,less_1,3,male,none,3,car_other,27,none,own,1,skilled,1,yes,yes,0
no_checking,22,credits_paid_to_date,furniture,3232,100_to_500,4_to_7,3,male,none,3,savings_insurance,33,stores,own,1,unskilled,1,none,yes,0
no_checking,37,outstanding_credit,furniture,7275,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,50,none,own,2,skilled,1,none,yes,1
less_0,13,all_credits_paid_back,radio_tv,941,less_100,less_1,1,male,none,2,real_estate,20,bank,rent,1,unemployed,1,none,yes,0
less_0,15,credits_paid_to_date,furniture,250,less_100,4_to_7,2,male,none,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,0
0_to_200,16,credits_paid_to_date,furniture,3073,100_to_500,1_to_4,2,male,none,3,real_estate,36,none,own,1,skilled,1,none,yes,0
no_checking,13,all_credits_paid_back,furniture,778,less_100,4_to_7,2,male,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,0
less_0,23,credits_paid_to_date,car_used,1802,less_100,4_to_7,2,female,none,1,real_estate,26,stores,own,1,skilled,1,none,no,0
greater_200,22,credits_paid_to_date,car_used,250,less_100,1_to_4,3,female,none,3,real_estate,37,none,own,1,skilled,1,none,yes,0
no_checking,32,prior_payments_delayed,radio_tv,5105,500_to_1000,1_to_4,4,male,none,5,savings_insurance,44,none,own,2,management_self-employed,1,none,yes,1
no_checking,8,credits_paid_to_date,vacation,4448,less_100,4_to_7,2,male,none,3,car_other,40,none,own,1,management_self-employed,1,yes,yes,1
less_0,15,prior_payments_delayed,radio_tv,2299,100_to_500,less_1,2,male,none,3,savings_insurance,26,stores,rent,1,skilled,1,none,yes,0
less_0,15,credits_paid_to_date,car_used,250,500_to_1000,4_to_7,3,male,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes,0
no_checking,37,prior_payments_delayed,radio_tv,6326,500_to_1000,greater_7,5,male,co-applicant,3,unknown,56,none,free,2,skilled,1,yes,yes,1
no_checking,31,prior_payments_delayed,vacation,2673,500_to_1000,1_to_4,3,male,none,2,real_estate,35,stores,rent,1,skilled,2,none,yes,1
0_to_200,20,prior_payments_delayed,car_used,1389,100_to_500,greater_7,4,male,none,4,car_other,33,none,own,2,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes,0
less_0,13,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,1,savings_insurance,26,stores,rent,1,unskilled,1,none,yes,0
0_to_200,14,credits_paid_to_date,car_new,2652,less_100,less_1,3,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,0
less_0,19,prior_payments_delayed,retraining,2849,less_100,less_1,3,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,no,0
no_checking,8,credits_paid_to_date,car_new,4387,100_to_500,4_to_7,4,female,none,3,car_other,31,none,own,2,skilled,2,none,yes,1
0_to_200,37,prior_payments_delayed,furniture,6035,100_to_500,1_to_4,3,male,none,4,car_other,38,none,own,2,skilled,1,none,yes,0
no_checking,27,prior_payments_delayed,business,4946,500_to_1000,less_1,4,male,co-applicant,3,car_other,48,none,own,1,skilled,1,none,yes,0
less_0,24,credits_paid_to_date,radio_tv,3146,less_100,1_to_4,2,female,none,3,car_other,34,stores,own,1,skilled,1,none,yes,0
greater_200,36,prior_payments_delayed,appliances,3897,500_to_1000,4_to_7,4,male,none,3,savings_insurance,40,none,own,2,skilled,1,none,yes,0
less_0,24,credits_paid_to_date,furniture,2202,less_100,less_1,3,male,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
no_checking,26,prior_payments_delayed,appliances,4486,500_to_1000,4_to_7,4,female,none,4,car_other,48,none,own,1,skilled,1,yes,yes,1
no_checking,41,prior_payments_delayed,other,7800,500_to_1000,greater_7,5,male,co-applicant,5,car_other,45,none,free,2,skilled,1,yes,yes,1
0_to_200,14,credits_paid_to_date,furniture,2175,100_to_500,1_to_4,2,male,none,2,savings_insurance,37,none,rent,1,skilled,1,none,yes,0
less_0,20,all_credits_paid_back,furniture,2734,less_100,less_1,3,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,0
less_0,22,prior_payments_delayed,radio_tv,3841,less_100,4_to_7,3,male,co-applicant,2,unknown,52,stores,own,1,skilled,1,yes,yes,0
no_checking,61,outstanding_credit,education,6293,unknown,4_to_7,5,male,co-applicant,4,unknown,47,stores,own,2,unskilled,2,yes,yes,0
0_to_200,27,prior_payments_delayed,car_used,2513,100_to_500,greater_7,4,male,none,3,savings_insurance,32,none,own,2,skilled,1,yes,yes,1
less_0,20,credits_paid_to_date,car_new,1051,100_to_500,4_to_7,3,female,none,3,car_other,39,stores,own,2,skilled,2,yes,yes,0
less_0,12,no_credits,car_new,3147,less_100,less_1,1,male,none,2,real_estate,31,none,own,1,skilled,1,none,yes,0
no_checking,26,outstanding_credit,appliances,5556,greater_1000,greater_7,5,male,none,3,car_other,58,none,own,2,skilled,2,yes,yes,1
0_to_200,21,credits_paid_to_date,furniture,514,100_to_500,1_to_4,2,male,none,3,real_estate,31,bank,rent,1,unemployed,1,none,yes,1
0_to_200,21,credits_paid_to_date,car_new,2442,less_100,4_to_7,3,male,none,4,real_estate,47,none,own,1,management_self-employed,1,none,yes,0
no_checking,13,outstanding_credit,furniture,5082,unknown,4_to_7,4,male,none,4,savings_insurance,36,none,free,2,management_self-employed,2,yes,yes,0
greater_200,20,credits_paid_to_date,repairs,5238,greater_1000,4_to_7,4,male,none,3,car_other,50,none,own,2,skilled,1,yes,yes,0
less_0,17,prior_payments_delayed,car_new,2569,less_100,less_1,1,male,none,1,car_other,41,bank,rent,2,unemployed,1,yes,yes,0
greater_200,10,prior_payments_delayed,vacation,362,greater_1000,1_to_4,3,male,none,2,real_estate,19,none,rent,1,management_self-employed,2,none,yes,0
0_to_200,15,credits_paid_to_date,car_new,3038,500_to_1000,4_to_7,2,male,none,3,car_other,47,bank,rent,1,unemployed,1,none,yes,1
no_checking,34,prior_payments_delayed,furniture,5720,500_to_1000,less_1,3,female,guarantor,4,savings_insurance,47,none,free,2,skilled,1,yes,yes,1
0_to_200,13,prior_payments_delayed,radio_tv,2383,less_100,1_to_4,3,male,none,3,real_estate,28,none,own,1,management_self-employed,2,yes,yes,0
0_to_200,16,credits_paid_to_date,furniture,1212,less_100,less_1,3,female,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,0
less_0,19,prior_payments_delayed,furniture,3485,greater_1000,greater_7,3,male,none,2,car_other,38,stores,rent,2,unskilled,2,none,yes,0
less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,0
less_0,27,credits_paid_to_date,car_used,1656,less_100,1_to_4,3,male,none,2,savings_insurance,30,none,own,1,skilled,1,yes,yes,1
no_checking,8,prior_payments_delayed,furniture,811,100_to_500,4_to_7,3,male,none,2,real_estate,32,none,own,1,management_self-employed,1,yes,yes,1
0_to_200,33,credits_paid_to_date,repairs,3946,less_100,4_to_7,2,female,none,2,car_other,33,stores,own,1,unskilled,1,none,yes,0
less_0,20,credits_paid_to_date,car_used,1468,less_100,less_1,3,female,none,3,savings_insurance,28,none,own,1,skilled,2,none,yes,1
no_checking,20,outstanding_credit,car_used,4376,500_to_1000,1_to_4,3,male,none,4,car_other,46,none,own,1,skilled,1,none,yes,1
0_to_200,30,credits_paid_to_date,furniture,3454,greater_1000,greater_7,3,male,none,2,savings_insurance,33,stores,own,2,unskilled,1,none,yes,1
less_0,12,all_credits_paid_back,car_used,250,less_100,unemployed,2,female,co-applicant,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,0
no_checking,39,credits_paid_to_date,appliances,3054,100_to_500,greater_7,3,male,none,4,real_estate,21,none,own,1,skilled,1,none,yes,0
no_checking,9,credits_paid_to_date,repairs,1164,less_100,1_to_4,3,female,none,3,savings_insurance,39,none,own,1,management_self-employed,1,none,yes,0
no_checking,19,credits_paid_to_date,repairs,6343,less_100,less_1,3,male,none,4,car_other,41,stores,own,2,unskilled,1,none,yes,0
no_checking,30,outstanding_credit,appliances,7650,500_to_1000,1_to_4,4,female,none,4,unknown,59,none,free,2,management_self-employed,2,yes,yes,1
0_to_200,14,credits_paid_to_date,car_new,4364,100_to_500,4_to_7,4,male,none,4,savings_insurance,32,none,own,1,skilled,1,none,yes,0
no_checking,23,prior_payments_delayed,car_used,1272,100_to_500,1_to_4,3,male,none,4,savings_insurance,45,none,free,2,skilled,1,yes,yes,1
0_to_200,17,prior_payments_delayed,radio_tv,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,30,bank,rent,1,unemployed,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,3200,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,0
0_to_200,14,prior_payments_delayed,retraining,4160,less_100,greater_7,4,male,none,3,car_other,39,none,own,1,skilled,2,yes,yes,1
less_0,16,credits_paid_to_date,car_used,1371,500_to_1000,less_1,2,male,none,3,savings_insurance,33,bank,rent,2,unemployed,1,none,yes,0
greater_200,27,outstanding_credit,appliances,4126,500_to_1000,1_to_4,4,female,none,3,car_other,35,none,own,1,skilled,1,none,yes,0
less_0,17,no_credits,vacation,1970,100_to_500,1_to_4,3,female,none,2,savings_insurance,36,bank,rent,1,unemployed,1,none,yes,0
less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,29,bank,rent,1,unemployed,1,none,yes,0
less_0,8,all_credits_paid_back,car_used,1189,100_to_500,4_to_7,3,female,none,1,real_estate,27,none,own,2,skilled,2,none,yes,0
no_checking,35,prior_payments_delayed,radio_tv,4795,500_to_1000,4_to_7,4,male,none,4,car_other,50,stores,own,2,unskilled,1,yes,yes,0
less_0,20,no_credits,vacation,862,less_100,unemployed,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,0
no_checking,8,credits_paid_to_date,retraining,3878,less_100,less_1,2,female,none,2,real_estate,36,none,own,1,management_self-employed,1,none,yes,0
greater_200,13,all_credits_paid_back,furniture,3971,less_100,less_1,2,male,none,1,real_estate,37,bank,own,1,unemployed,1,none,yes,0
0_to_200,17,credits_paid_to_date,car_used,1052,less_100,less_1,2,female,none,3,real_estate,28,none,own,1,skilled,1,none,yes,0
no_checking,26,prior_payments_delayed,radio_tv,4449,100_to_500,1_to_4,3,male,none,4,unknown,43,stores,own,2,unskilled,2,yes,yes,1
0_to_200,10,prior_payments_delayed,car_new,3752,greater_1000,1_to_4,2,female,none,2,savings_insurance,32,bank,rent,1,unemployed,1,none,yes,0
no_checking,45,outstanding_credit,education,7616,greater_1000,greater_7,5,male,co-applicant,5,unknown,53,none,free,2,management_self-employed,2,yes,yes,1
less_0,16,credits_paid_to_date,furniture,586,500_to_1000,4_to_7,1,female,none,1,savings_insurance,37,stores,own,1,unskilled,1,none,yes,0
no_checking,34,prior_payments_delayed,furniture,5851,greater_1000,greater_7,4,male,co-applicant,4,unknown,51,none,own,2,skilled,1,yes,yes,1
0_to_200,16,credits_paid_to_date,car_new,3428,less_100,unemployed,1,female,none,1,car_other,27,stores,own,1,skilled,1,none,yes,0
less_0,6,all_credits_paid_back,education,4520,less_100,4_to_7,3,female,co-applicant,3,car_other,36,none,own,2,skilled,1,yes,yes,1
less_0,8,all_credits_paid_back,car_new,3079,100_to_500,1_to_4,3,male,none,1,real_estate,28,none,own,2,skilled,1,none,yes,0
0_to_200,18,prior_payments_delayed,appliances,4534,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,yes,yes,0
no_checking,24,prior_payments_delayed,business,4404,100_to_500,4_to_7,3,male,none,4,unknown,54,none,own,1,skilled,1,yes,yes,1
no_checking,28,outstanding_credit,repairs,5263,500_to_1000,greater_7,4,female,none,5,savings_insurance,46,none,own,1,management_self-employed,1,none,yes,1
0_to_200,23,outstanding_credit,other,4929,100_to_500,1_to_4,4,male,none,3,unknown,38,none,own,1,management_self-employed,1,yes,yes,0
no_checking,30,prior_payments_delayed,car_used,6654,100_to_500,1_to_4,3,female,co-applicant,4,car_other,53,none,free,2,skilled,1,yes,yes,1
less_0,14,prior_payments_delayed,repairs,250,less_100,unemployed,1,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,0
no_checking,30,prior_payments_delayed,radio_tv,6067,100_to_500,4_to_7,4,male,none,5,savings_insurance,32,none,own,1,management_self-employed,1,yes,yes,0
less_0,17,credits_paid_to_date,furniture,626,500_to_1000,less_1,2,male,none,2,car_other,28,none,rent,1,skilled,1,none,yes,0
0_to_200,17,prior_payments_delayed,furniture,3754,greater_1000,4_to_7,3,male,none,3,unknown,42,none,own,2,skilled,1,none,yes,0
0_to_200,26,all_credits_paid_back,repairs,2727,500_to_1000,1_to_4,2,female,none,2,savings_insurance,27,stores,rent,2,unskilled,1,none,yes,0
0_to_200,20,credits_paid_to_date,car_used,3713,less_100,less_1,3,male,none,2,real_estate,29,none,rent,1,skilled,1,none,yes,0
no_checking,36,prior_payments_delayed,vacation,7694,unknown,greater_7,5,male,co-applicant,3,unknown,46,stores,own,3,unskilled,2,yes,yes,0
0_to_200,15,credits_paid_to_date,repairs,2485,less_100,less_1,3,female,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,0
no_checking,25,prior_payments_delayed,appliances,4536,100_to_500,less_1,4,male,none,3,car_other,40,none,own,2,management_self-employed,1,none,yes,1
0_to_200,10,all_credits_paid_back,vacation,4395,less_100,unemployed,2,female,none,1,real_estate,31,none,own,1,management_self-employed,1,none,yes,0
less_0,8,all_credits_paid_back,car_new,2876,less_100,unemployed,1,female,none,1,savings_insurance,32,none,own,2,skilled,1,none,yes,0
no_checking,53,outstanding_credit,radio_tv,7032,greater_1000,4_to_7,5,male,co-applicant,5,car_other,44,stores,own,2,unskilled,2,yes,yes,0
