CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
0_to_200,31,credits_paid_to_date,radio_tv,1098,greater_1000,4_to_7,3,male,none,4,savings_insurance,19,stores,rent,1,unskilled,2,none,yes,1
less_0,11,all_credits_paid_back,car_new,250,less_100,1_to_4,3,male,none,3,savings_insurance,25,bank,rent,1,unskilled,1,none,yes,0
0_to_200,22,credits_paid_to_date,car_new,1883,less_100,4_to_7,2,male,none,2,real_estate,33,none,free,2,skilled,1,yes,yes,0
less_0,9,prior_payments_delayed,car_new,3005,less_100,4_to_7,3,female,none,1,savings_insurance,46,none,own,2,skilled,1,none,yes,0
less_0,9,all_credits_paid_back,furniture,1781,less_100,less_1,1,male,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,0
no_checking,38,prior_payments_delayed,furniture,5804,500_to_1000,greater_7,3,male,co-applicant,5,unknown,46,none,own,2,skilled,1,yes,yes,1
no_checking,24,prior_payments_delayed,education,5750,100_to_500,4_to_7,3,female,none,3,unknown,53,none,own,1,skilled,1,yes,yes,0
no_checking,8,prior_payments_delayed,car_new,4710,100_to_500,greater_7,4,male,none,5,car_other,42,none,own,1,management_self-employed,2,yes,no,1
less_0,22,prior_payments_delayed,car_used,1254,100_to_500,less_1,2,female,none,1,savings_insurance,28,stores,rent,1,skilled,1,none,yes,0
no_checking,25,outstanding_credit,radio_tv,6608,500_to_1000,4_to_7,3,male,guarantor,3,car_other,57,none,own,1,skilled,1,yes,yes,1
less_0,4,credits_paid_to_date,car_new,621,less_100,unemployed,1,female,none,2,savings_insurance,29,bank,rent,1,unskilled,1,none,yes,0
less_0,9,prior_payments_delayed,appliances,1512,less_100,4_to_7,3,female,none,3,car_other,33,none,own,1,skilled,1,none,yes,1
0_to_200,19,all_credits_paid_back,car_new,250,less_100,4_to_7,3,female,none,3,savings_insurance,25,stores,own,1,skilled,1,none,yes,0
no_checking,27,credits_paid_to_date,retraining,7160,100_to_500,1_to_4,3,female,none,3,car_other,40,none,own,2,skilled,1,none,yes,0
no_checking,33,prior_payments_delayed,appliances,7072,greater_1000,greater_7,4,male,co-applicant,3,savings_insurance,41,none,free,2,skilled,2,yes,yes,1
0_to_200,5,all_credits_paid_back,car_used,250,less_100,less_1,2,female,none,1,real_estate,33,none,own,1,skilled,1,none,yes,0
less_0,4,credits_paid_to_date,car_used,250,100_to_500,less_1,1,male,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,0
no_checking,33,credits_paid_to_date,car_used,5485,500_to_1000,1_to_4,3,female,none,4,car_other,39,none,own,1,skilled,1,none,yes,1
greater_200,23,outstanding_credit,appliances,1689,500_to_1000,4_to_7,3,male,none,4,car_other,25,bank,own,1,unemployed,1,yes,yes,0
0_to_200,18,prior_payments_delayed,retraining,3140,100_to_500,greater_7,3,female,none,2,savings_insurance,38,bank,own,2,unemployed,1,yes,yes,0
no_checking,24,prior_payments_delayed,education,4427,greater_1000,greater_7,3,female,none,4,car_other,46,bank,own,2,unemployed,1,none,yes,1
no_checking,41,outstanding_credit,education,8089,greater_1000,greater_7,5,female,co-applicant,5,car_other,45,none,free,3,management_self-employed,2,yes,yes,1
less_0,12,credits_paid_to_date,furniture,1046,less_100,4_to_7,2,male,none,2,real_estate,27,none,rent,1,skilled,1,none,yes,0
no_checking,24,prior_payments_delayed,radio_tv,4842,greater_1000,greater_7,3,female,none,3,unknown,46,none,own,2,skilled,1,none,yes,1
no_checking,32,prior_payments_delayed,radio_tv,2803,500_to_1000,greater_7,4,male,none,4,savings_insurance,29,none,own,2,skilled,1,none,yes,1
0_to_200,20,prior_payments_delayed,car_used,2276,100_to_500,1_to_4,2,male,none,3,savings_insurance,36,none,own,2,skilled,1,yes,yes,0
no_checking,37,prior_payments_delayed,furniture,5823,500_to_1000,4_to_7,4,male,guarantor,5,car_other,58,none,free,2,skilled,1,yes,yes,1
less_0,23,prior_payments_delayed,car_used,250,greater_1000,1_to_4,2,male,none,3,real_estate,19,stores,rent,1,skilled,1,none,yes,0
greater_200,21,outstanding_credit,radio_tv,4080,100_to_500,4_to_7,3,male,none,3,car_other,52,none,own,1,skilled,1,yes,yes,0
no_checking,42,prior_payments_delayed,furniture,6283,unknown,greater_7,4,male,co-applicant,4,unknown,45,none,own,3,skilled,2,yes,yes,1
no_checking,29,outstanding_credit,furniture,6815,unknown,greater_7,4,male,co-applicant,3,car_other,36,none,own,2,skilled,1,yes,yes,1
0_to_200,39,credits_paid_to_date,furniture,4939,500_to_1000,greater_7,4,male,none,4,savings_insurance,33,none,free,2,skilled,1,none,yes,1
no_checking,38,outstanding_credit,repairs,5668,greater_1000,greater_7,5,male,co-applicant,4,unknown,50,none,own,2,skilled,1,yes,yes,1
no_checking,38,prior_payments_delayed,repairs,7468,unknown,4_to_7,4,male,co-applicant,5,car_other,48,none,own,2,skilled,1,yes,yes,0
0_to_200,19,prior_payments_delayed,retraining,4204,100_to_500,1_to_4,3,male,none,3,savings_insurance,37,none,own,1,management_self-employed,2,none,yes,0
no_checking,29,credits_paid_to_date,radio_tv,1639,500_to_1000,greater_7,3,male,none,3,savings_insurance,25,none,own,1,skilled,2,yes,no,0
0_to_200,35,credits_paid_to_date,business,3740,greater_1000,1_to_4,3,male,none,3,car_other,19,none,own,2,skilled,1,none,yes,0
less_0,10,all_credits_paid_back,car_new,3503,less_100,less_1,2,female,none,2,savings_insurance,24,none,own,1,skilled,1,yes,yes,0
less_0,4,all_credits_paid_back,car_new,348,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,0
less_0,22,credits_paid_to_date,car_used,2119,less_100,less_1,3,female,none,1,car_other,30,stores,rent,1,skilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,education,250,100_to_500,4_to_7,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
less_0,21,credits_paid_to_date,furniture,250,100_to_500,4_to_7,3,male,none,2,savings_insurance,28,stores,own,1,unskilled,1,none,yes,0
no_checking,26,prior_payments_delayed,business,6202,greater_1000,4_to_7,3,male,none,4,savings_insurance,37,none,own,2,management_self-employed,1,none,yes,1
no_checking,43,prior_payments_delayed,furniture,7047,500_to_1000,4_to_7,5,male,co-applicant,5,car_other,46,none,free,2,management_self-employed,1,yes,yes,1
greater_200,24,credits_paid_to_date,radio_tv,3837,100_to_500,4_to_7,2,male,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,0
0_to_200,4,prior_payments_delayed,vacation,2411,less_100,1_to_4,3,female,none,3,savings_insurance,25,none,own,2,management_self-employed,1,yes,yes,1
0_to_200,16,prior_payments_delayed,car_used,3218,less_100,less_1,2,male,none,3,savings_insurance,35,bank,rent,1,unskilled,1,yes,yes,1
no_checking,26,outstanding_credit,furniture,3549,500_to_1000,4_to_7,3,male,guarantor,4,unknown,48,none,free,2,skilled,1,yes,yes,1
no_checking,32,prior_payments_delayed,radio_tv,10584,100_to_500,1_to_4,3,male,co-applicant,3,unknown,46,stores,own,2,unskilled,2,yes,yes,0
less_0,20,prior_payments_delayed,education,250,100_to_500,less_1,1,male,none,2,savings_insurance,21,bank,rent,1,unemployed,1,yes,yes,0
no_checking,39,prior_payments_delayed,appliances,4545,greater_1000,4_to_7,3,male,none,3,unknown,35,none,own,1,skilled,2,yes,yes,1
no_checking,27,outstanding_credit,business,6520,500_to_1000,greater_7,5,male,none,5,car_other,44,stores,own,2,unskilled,1,yes,no,0
0_to_200,24,outstanding_credit,radio_tv,4829,100_to_500,4_to_7,3,male,none,2,car_other,41,none,own,2,skilled,1,yes,yes,0
less_0,14,credits_paid_to_date,furniture,1940,500_to_1000,1_to_4,3,male,none,3,car_other,37,stores,own,2,skilled,2,yes,yes,0
0_to_200,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
no_checking,15,credits_paid_to_date,car_used,3998,less_100,4_to_7,3,male,none,4,car_other,32,none,own,1,skilled,1,none,yes,1
no_checking,22,outstanding_credit,education,6081,unknown,4_to_7,4,male,none,5,savings_insurance,36,none,own,2,skilled,1,yes,yes,1
no_checking,26,prior_payments_delayed,car_used,1475,unknown,greater_7,4,male,none,4,savings_insurance,46,none,own,1,skilled,2,yes,yes,0
no_checking,44,prior_payments_delayed,radio_tv,5275,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,2,skilled,2,yes,yes,1
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,0
0_to_200,32,credits_paid_to_date,business,4766,less_100,1_to_4,4,male,none,4,savings_insurance,30,stores,rent,2,unskilled,2,none,yes,0
no_checking,8,prior_payments_delayed,radio_tv,4375,100_to_500,1_to_4,3,male,none,3,savings_insurance,42,none,own,1,management_self-employed,1,none,yes,1
less_0,4,credits_paid_to_date,education,604,less_100,unemployed,1,male,none,1,savings_insurance,29,stores,rent,1,unskilled,1,none,yes,0
0_to_200,28,credits_paid_to_date,car_used,1150,100_to_500,4_to_7,2,male,none,2,savings_insurance,33,none,own,1,skilled,2,none,yes,0
less_0,9,prior_payments_delayed,furniture,1173,less_100,1_to_4,3,male,none,2,real_estate,23,none,own,1,skilled,1,none,yes,0
less_0,16,prior_payments_delayed,retraining,250,less_100,less_1,2,female,none,3,real_estate,37,none,own,1,skilled,1,none,yes,0
greater_200,42,prior_payments_delayed,furniture,4703,500_to_1000,1_to_4,2,male,none,4,savings_insurance,34,none,own,2,skilled,1,yes,yes,1
0_to_200,20,credits_paid_to_date,car_new,1704,less_100,1_to_4,2,male,none,2,savings_insurance,41,stores,own,1,unskilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,0
no_checking,13,credits_paid_to_date,car_new,2290,less_100,less_1,2,male,co-applicant,4,real_estate,47,none,own,2,skilled,1,none,yes,1
no_checking,28,prior_payments_delayed,business,2387,100_to_500,4_to_7,4,male,none,4,real_estate,22,none,free,1,skilled,1,none,yes,1
less_0,4,credits_paid_to_date,car_used,3205,less_100,4_to_7,3,male,none,3,savings_insurance,19,none,own,1,management_self-employed,1,none,yes,0
no_checking,21,prior_payments_delayed,radio_tv,5852,unknown,1_to_4,4,female,co-applicant,4,savings_insurance,41,bank,own,2,unemployed,1,yes,yes,1
0_to_200,24,credits_paid_to_date,radio_tv,2286,less_100,4_to_7,3,male,none,2,savings_insurance,27,bank,own,2,unskilled,2,none,yes,0
0_to_200,17,credits_paid_to_date,car_used,1445,less_100,less_1,2,female,none,1,savings_insurance,41,none,rent,1,skilled,1,none,yes,0
0_to_200,23,outstanding_credit,furniture,2457,500_to_1000,greater_7,4,female,co-applicant,4,car_other,50,stores,own,1,unskilled,1,none,yes,0
0_to_200,4,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,none,3,real_estate,41,none,own,1,skilled,1,yes,yes,0
no_checking,38,outstanding_credit,other,6481,greater_1000,1_to_4,4,male,none,2,savings_insurance,45,bank,own,2,unskilled,1,none,yes,1
less_0,6,all_credits_paid_back,education,250,100_to_500,less_1,1,male,none,1,real_estate,26,stores,rent,1,skilled,1,none,yes,0
no_checking,24,prior_payments_delayed,radio_tv,7762,greater_1000,less_1,4,male,none,3,savings_insurance,39,none,own,2,management_self-employed,1,none,yes,0
less_0,4,credits_paid_to_date,education,250,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,0
0_to_200,21,credits_paid_to_date,retraining,4637,less_100,4_to_7,3,female,none,2,savings_insurance,34,none,own,1,skilled,1,none,yes,0
no_checking,28,outstanding_credit,appliances,7333,greater_1000,1_to_4,4,female,none,4,unknown,54,none,own,2,management_self-employed,2,yes,yes,1
0_to_200,4,credits_paid_to_date,car_used,906,100_to_500,1_to_4,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,0
no_checking,40,prior_payments_delayed,repairs,9175,unknown,greater_7,5,male,co-applicant,4,unknown,55,none,own,3,skilled,2,none,yes,1
no_checking,17,credits_paid_to_date,car_new,2532,100_to_500,4_to_7,3,male,none,3,car_other,34,none,own,1,skilled,1,none,yes,0
0_to_200,34,prior_payments_delayed,radio_tv,5417,greater_1000,4_to_7,2,male,none,3,car_other,40,bank,own,2,unemployed,1,yes,yes,0
0_to_200,31,outstanding_credit,furniture,3811,100_to_500,4_to_7,3,male,none,2,car_other,34,none,own,1,skilled,1,none,yes,1
0_to_200,12,credits_paid_to_date,vacation,1376,less_100,less_1,3,female,none,1,real_estate,22,none,own,1,skilled,1,none,yes,0
less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,1,real_estate,29,none,rent,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,1008,less_100,unemployed,1,female,none,1,real_estate,20,none,rent,1,skilled,1,none,yes,0
0_to_200,16,credits_paid_to_date,retraining,3231,less_100,1_to_4,2,female,co-applicant,2,real_estate,33,none,own,1,skilled,1,none,yes,0
no_checking,35,outstanding_credit,repairs,6523,greater_1000,greater_7,4,male,co-applicant,5,car_other,51,stores,own,2,unskilled,2,yes,yes,1
0_to_200,4,credits_paid_to_date,car_new,1850,less_100,less_1,2,female,none,1,car_other,19,none,rent,1,skilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,education,250,less_100,less_1,1,male,none,2,real_estate,22,stores,rent,1,skilled,1,none,yes,0
less_0,13,all_credits_paid_back,radio_tv,1045,100_to_500,less_1,2,female,none,1,real_estate,24,none,rent,1,skilled,1,none,yes,0
0_to_200,22,outstanding_credit,car_used,3415,100_to_500,greater_7,2,male,none,2,car_other,37,bank,own,1,unemployed,1,yes,yes,0
no_checking,25,outstanding_credit,appliances,4075,unknown,4_to_7,3,male,none,4,car_other,36,stores,own,1,unskilled,1,none,yes,0
less_0,21,credits_paid_to_date,car_new,317,less_100,less_1,2,female,none,2,savings_insurance,32,stores,own,1,skilled,1,none,yes,0
no_checking,8,credits_paid_to_date,furniture,463,greater_1000,4_to_7,3,male,none,4,savings_insurance,42,none,own,2,skilled,1,yes,yes,0
no_checking,45,outstanding_credit,repairs,6603,500_to_1000,greater_7,5,male,co-applicant,4,car_other,52,none,free,3,skilled,2,yes,yes,1
no_checking,8,credits_paid_to_date,car_used,6602,less_100,unemployed,3,male,none,4,savings_insurance,29,none,free,1,management_self-employed,1,yes,yes,0
less_0,13,prior_payments_delayed,car_used,1340,100_to_500,4_to_7,3,male,co-applicant,3,real_estate,45,stores,own,1,unskilled,1,yes,yes,0
less_0,12,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,0
less_0,8,prior_payments_delayed,car_new,370,less_100,less_1,2,female,none,2,real_estate,25,none,own,1,skilled,1,none,yes,0
0_to_200,19,all_credits_paid_back,furniture,4398,less_100,less_1,3,male,none,3,car_other,30,bank,own,1,unskilled,1,yes,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,co-applicant,1,savings_insurance,36,stores,own,1,unskilled,1,none,yes,0
0_to_200,15,prior_payments_delayed,repairs,2152,500_to_1000,1_to_4,3,male,none,4,savings_insurance,42,stores,own,1,skilled,1,yes,yes,0
no_checking,13,credits_paid_to_date,repairs,5355,100_to_500,1_to_4,3,female,none,2,real_estate,31,none,own,1,management_self-employed,2,none,yes,0
no_checking,36,outstanding_credit,radio_tv,6040,greater_1000,greater_7,5,male,co-applicant,4,unknown,55,stores,own,2,unskilled,2,yes,yes,1
less_0,18,credits_paid_to_date,car_used,1610,500_to_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,2,skilled,1,none,yes,0
less_0,27,credits_paid_to_date,car_new,1815,less_100,4_to_7,2,male,none,3,savings_insurance,36,bank,rent,1,unemployed,1,none,yes,0
less_0,4,all_credits_paid_back,car_used,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,0
no_checking,34,outstanding_credit,repairs,6373,500_to_1000,greater_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,1,yes,yes,1
less_0,10,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,1,real_estate,23,stores,rent,1,skilled,1,none,yes,0
no_checking,41,outstanding_credit,repairs,7779,greater_1000,greater_7,5,male,co-applicant,5,car_other,52,none,own,2,skilled,2,yes,no,1
0_to_200,32,credits_paid_to_date,car_used,2703,100_to_500,4_to_7,4,male,none,4,car_other,31,bank,own,1,unemployed,1,yes,yes,0
less_0,17,credits_paid_to_date,car_used,250,less_100,4_to_7,3,female,none,2,real_estate,40,none,free,2,skilled,1,none,yes,0
no_checking,39,prior_payments_delayed,appliances,9683,500_to_1000,4_to_7,4,male,co-applicant,4,car_other,49,stores,own,2,unskilled,2,yes,yes,0
0_to_200,22,credits_paid_to_date,radio_tv,2441,less_100,1_to_4,3,male,none,3,savings_insurance,30,none,rent,1,skilled,1,none,yes,1
less_0,5,prior_payments_delayed,car_used,250,less_100,1_to_4,2,female,none,1,savings_insurance,38,none,rent,1,skilled,1,none,yes,0
less_0,26,credits_paid_to_date,furniture,3871,500_to_1000,4_to_7,4,male,none,3,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,0
no_checking,8,prior_payments_delayed,furniture,4753,less_100,1_to_4,4,female,none,4,savings_insurance,39,none,own,2,management_self-employed,2,none,yes,0
less_0,15,credits_paid_to_date,car_new,3012,less_100,1_to_4,2,male,none,1,real_estate,27,none,own,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,33,stores,rent,1,skilled,1,yes,yes,1
less_0,22,prior_payments_delayed,furniture,1129,greater_1000,1_to_4,3,female,none,2,car_other,37,bank,rent,2,unemployed,2,yes,yes,0
no_checking,8,credits_paid_to_date,car_new,290,greater_1000,1_to_4,2,male,none,3,savings_insurance,40,none,own,1,skilled,1,yes,yes,1
0_to_200,32,credits_paid_to_date,business,4313,less_100,1_to_4,4,female,none,2,car_other,38,bank,own,2,unemployed,2,none,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
greater_200,8,credits_paid_to_date,car_new,250,500_to_1000,1_to_4,2,male,none,2,savings_insurance,22,bank,rent,1,unemployed,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,50,none,rent,1,skilled,1,yes,yes,0
no_checking,30,outstanding_credit,appliances,5251,500_to_1000,1_to_4,3,male,none,3,savings_insurance,49,none,own,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,1,savings_insurance,24,bank,rent,1,unskilled,1,none,yes,0
no_checking,24,prior_payments_delayed,car_used,3752,unknown,4_to_7,3,male,none,3,savings_insurance,39,none,own,2,skilled,1,yes,yes,1
no_checking,9,all_credits_paid_back,car_new,2978,less_100,less_1,2,female,none,3,real_estate,31,none,rent,1,management_self-employed,1,none,yes,0
no_checking,43,credits_paid_to_date,furniture,2668,500_to_1000,4_to_7,3,male,none,2,car_other,39,stores,own,2,unskilled,1,yes,yes,0
no_checking,17,credits_paid_to_date,appliances,2795,100_to_500,1_to_4,3,female,none,3,savings_insurance,38,none,own,1,skilled,1,none,no,0
less_0,29,credits_paid_to_date,furniture,2343,less_100,1_to_4,2,male,none,3,car_other,33,stores,own,1,skilled,1,yes,yes,1
no_checking,33,outstanding_credit,other,9564,greater_1000,greater_7,4,male,co-applicant,5,unknown,57,none,free,2,skilled,2,yes,no,1
greater_200,35,prior_payments_delayed,car_used,4625,greater_1000,4_to_7,4,male,none,4,savings_insurance,43,none,own,2,skilled,1,none,yes,1
0_to_200,32,credits_paid_to_date,car_used,4186,100_to_500,greater_7,4,female,none,2,savings_insurance,41,none,own,2,skilled,1,none,yes,0
0_to_200,27,prior_payments_delayed,appliances,709,100_to_500,greater_7,3,female,none,2,real_estate,22,stores,rent,2,skilled,2,none,yes,1
no_checking,26,outstanding_credit,radio_tv,2699,500_to_1000,greater_7,4,male,guarantor,4,car_other,47,bank,own,2,unemployed,1,yes,yes,1
less_0,36,credits_paid_to_date,car_used,3787,greater_1000,greater_7,4,female,none,4,car_other,38,none,free,2,skilled,1,yes,yes,1
less_0,5,prior_payments_delayed,furniture,1993,less_100,less_1,2,female,none,3,savings_insurance,33,none,own,1,skilled,1,none,yes,0
less_0,24,prior_payments_delayed,car_new,2283,less_100,less_1,2,female,none,1,real_estate,23,stores,own,1,skilled,1,none,yes,0
greater_200,29,prior_payments_delayed,car_used,3620,100_to_500,1_to_4,2,female,none,1,savings_insurance,38,none,own,2,skilled,1,none,yes,0
less_0,10,credits_paid_to_date,furniture,2005,100_to_500,1_to_4,3,male,none,3,car_other,34,stores,own,1,skilled,1,none,yes,0
0_to_200,13,credits_paid_to_date,car_used,2309,less_100,less_1,1,female,none,1,savings_insurance,32,stores,own,1,skilled,1,none,yes,1
0_to_200,39,outstanding_credit,furniture,5712,unknown,greater_7,4,male,co-applicant,3,car_other,46,none,own,2,skilled,2,yes,no,1
0_to_200,14,credits_paid_to_date,appliances,1980,less_100,4_to_7,2,male,none,2,real_estate,33,none,own,1,skilled,1,none,yes,0
0_to_200,17,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,1
no_checking,35,outstanding_credit,vacation,4311,500_to_1000,greater_7,5,male,none,3,savings_insurance,27,none,own,2,skilled,1,none,yes,0
no_checking,8,all_credits_paid_back,radio_tv,288,500_to_1000,1_to_4,3,male,co-applicant,3,real_estate,42,none,own,1,skilled,1,none,yes,0
no_checking,45,outstanding_credit,vacation,9759,500_to_1000,greater_7,5,male,co-applicant,3,car_other,48,none,free,2,skilled,2,yes,yes,1
0_to_200,10,no_credits,car_new,250,less_100,less_1,2,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,0
greater_200,24,credits_paid_to_date,radio_tv,5526,500_to_1000,1_to_4,3,female,co-applicant,4,car_other,57,none,own,3,skilled,1,yes,yes,1
0_to_200,39,outstanding_credit,vacation,4123,500_to_1000,4_to_7,4,male,none,4,unknown,37,none,own,1,skilled,1,none,yes,1
no_checking,36,prior_payments_delayed,other,6778,500_to_1000,greater_7,5,male,none,3,unknown,53,none,free,2,skilled,1,yes,yes,1
less_0,14,prior_payments_delayed,radio_tv,1225,500_to_1000,1_to_4,3,male,none,3,car_other,42,none,rent,1,skilled,1,none,yes,1
0_to_200,13,credits_paid_to_date,car_new,3073,less_100,1_to_4,2,male,none,2,car_other,34,none,rent,1,skilled,1,none,yes,0
less_0,10,all_credits_paid_back,car_new,1400,less_100,less_1,1,female,none,1,car_other,28,stores,own,1,skilled,1,none,yes,0
less_0,18,all_credits_paid_back,vacation,1564,less_100,less_1,1,male,none,1,savings_insurance,25,stores,own,1,unskilled,1,none,yes,0
less_0,6,prior_payments_delayed,vacation,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
no_checking,21,credits_paid_to_date,car_used,1191,100_to_500,4_to_7,4,female,none,4,real_estate,30,none,own,1,skilled,1,none,yes,0
0_to_200,10,credits_paid_to_date,furniture,250,less_100,less_1,2,female,none,3,real_estate,23,none,rent,1,management_self-employed,1,none,yes,0
no_checking,18,outstanding_credit,appliances,4561,100_to_500,greater_7,4,female,none,5,unknown,37,none,own,1,skilled,2,yes,yes,1
no_checking,35,prior_payments_delayed,appliances,5232,greater_1000,4_to_7,3,female,none,4,car_other,45,none,own,2,skilled,2,yes,yes,1
less_0,12,all_credits_paid_back,car_used,360,less_100,unemployed,2,female,none,1,real_estate,21,none,own,1,skilled,1,none,yes,0
no_checking,27,prior_payments_delayed,appliances,4164,100_to_500,4_to_7,3,female,none,4,savings_insurance,54,none,own,1,skilled,1,none,yes,0
no_checking,31,prior_payments_delayed,radio_tv,5321,100_to_500,4_to_7,4,female,none,4,car_other,46,none,own,1,skilled,1,yes,yes,0
less_0,15,credits_paid_to_date,furniture,250,less_100,less_1,2,female,none,2,savings_insurance,27,none,own,1,skilled,1,yes,yes,1
0_to_200,30,credits_paid_to_date,education,2875,less_100,1_to_4,2,male,none,3,real_estate,33,none,own,2,skilled,1,yes,yes,0
0_to_200,27,outstanding_credit,car_used,3081,500_to_1000,4_to_7,4,male,none,4,savings_insurance,43,none,own,1,skilled,1,yes,no,1
no_checking,34,prior_payments_delayed,appliances,6083,500_to_1000,1_to_4,4,male,none,5,savings_insurance,34,none,free,2,management_self-employed,1,yes,yes,0
less_0,18,credits_paid_to_date,car_new,250,500_to_1000,unemployed,2,male,none,1,savings_insurance,22,stores,rent,1,skilled,1,none,yes,0
greater_200,30,prior_payments_delayed,car_used,3511,unknown,1_to_4,2,male,none,4,car_other,36,none,own,1,skilled,2,yes,yes,0
no_checking,28,outstanding_credit,furniture,9054,500_to_1000,greater_7,4,male,guarantor,4,car_other,57,none,own,2,skilled,1,yes,yes,1
0_to_200,32,credits_paid_to_date,car_used,3862,100_to_500,less_1,2,male,none,2,savings_insurance,24,bank,rent,1,unemployed,1,yes,yes,0
less_0,12,prior_payments_delayed,car_new,250,less_100,unemployed,2,female,none,3,savings_insurance,19,none,rent,1,skilled,1,yes,yes,0
less_0,5,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,co-applicant,2,real_estate,31,stores,own,1,unskilled,1,yes,yes,0
greater_200,31,prior_payments_delayed,education,1286,100_to_500,1_to_4,3,female,none,3,real_estate,35,none,own,1,skilled,1,none,yes,1
0_to_200,13,all_credits_paid_back,furniture,3459,100_to_500,less_1,3,male,none,3,savings_insurance,29,none,own,2,skilled,1,none,yes,0
no_checking,29,outstanding_credit,furniture,2418,500_to_1000,4_to_7,3,male,none,4,car_other,40,bank,own,2,unemployed,1,yes,yes,1
0_to_200,17,credits_paid_to_date,car_used,3807,less_100,4_to_7,3,male,none,1,savings_insurance,30,none,own,1,skilled,1,yes,yes,0
no_checking,21,credits_paid_to_date,furniture,3396,greater_1000,4_to_7,4,female,none,3,car_other,38,none,own,1,skilled,1,yes,yes,1
no_checking,28,outstanding_credit,radio_tv,2402,500_to_1000,1_to_4,4,male,none,4,savings_insurance,40,stores,own,1,unskilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,842,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
no_checking,42,prior_payments_delayed,furniture,5186,500_to_1000,1_to_4,3,male,none,4,car_other,42,none,free,2,skilled,1,yes,yes,1
0_to_200,26,credits_paid_to_date,radio_tv,2553,less_100,1_to_4,3,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,0
no_checking,24,prior_payments_delayed,business,6254,100_to_500,1_to_4,4,female,none,4,unknown,52,none,own,1,skilled,1,none,yes,0
less_0,15,credits_paid_to_date,car_new,422,500_to_1000,1_to_4,2,male,co-applicant,1,car_other,49,none,own,1,skilled,2,yes,yes,0
no_checking,45,outstanding_credit,education,7419,greater_1000,4_to_7,5,male,co-applicant,5,unknown,46,none,free,2,management_self-employed,1,yes,yes,1
0_to_200,31,outstanding_credit,furniture,3140,500_to_1000,greater_7,4,male,none,2,savings_insurance,44,none,own,1,skilled,1,none,yes,1
0_to_200,14,credits_paid_to_date,vacation,3011,less_100,4_to_7,2,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,0
