CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker
no_checking,23,prior_payments_delayed,radio_tv,2775,100_to_500,greater_7,3,male,co-applicant,4,savings_insurance,28,none,own,1,skilled,1,none,yes
0_to_200,34,prior_payments_delayed,appliances,4508,100_to_500,4_to_7,4,female,none,4,savings_insurance,35,none,own,2,skilled,1,none,yes
0_to_200,28,credits_paid_to_date,car_used,2901,500_to_1000,1_to_4,2,male,guarantor,4,car_other,44,stores,own,1,skilled,1,yes,yes
0_to_200,16,prior_payments_delayed,furniture,5172,less_100,less_1,3,male,none,3,unknown,34,none,own,1,management_self-employed,1,yes,yes
greater_200,21,credits_paid_to_date,car_new,2138,100_to_500,less_1,3,male,none,4,car_other,28,stores,own,1,skilled,1,yes,yes
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes
less_0,13,prior_payments_delayed,car_new,250,100_to_500,1_to_4,2,male,none,1,real_estate,24,bank,rent,1,unemployed,1,none,yes
no_checking,24,outstanding_credit,radio_tv,5881,greater_1000,4_to_7,3,female,none,4,unknown,58,none,own,2,skilled,2,yes,yes
no_checking,41,prior_payments_delayed,business,9010,500_to_1000,1_to_4,5,male,none,5,unknown,38,none,own,2,management_self-employed,2,yes,yes
no_checking,25,outstanding_credit,appliances,7795,500_to_1000,1_to_4,3,female,none,4,car_other,49,none,own,2,skilled,1,none,yes
0_to_200,14,credits_paid_to_date,car_new,1881,100_to_500,unemployed,1,female,none,3,savings_insurance,33,none,rent,1,skilled,1,none,yes
no_checking,30,outstanding_credit,furniture,8404,unknown,4_to_7,4,male,co-applicant,3,car_other,56,none,free,2,skilled,2,yes,yes
no_checking,28,prior_payments_delayed,appliances,5145,100_to_500,greater_7,3,female,guarantor,4,car_other,54,none,free,2,skilled,1,yes,yes
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes
less_0,10,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,36,stores,rent,1,unskilled,1,none,yes
no_checking,15,outstanding_credit,retraining,4372,100_to_500,greater_7,3,male,none,4,car_other,51,none,own,1,management_self-employed,1,none,yes
no_checking,24,prior_payments_delayed,car_used,6100,500_to_1000,1_to_4,3,male,none,2,car_other,42,none,own,2,skilled,1,none,yes
less_0,18,prior_payments_delayed,retraining,5053,less_100,4_to_7,3,male,none,2,unknown,43,none,own,1,skilled,1,yes,yes
no_checking,39,prior_payments_delayed,furniture,5457,500_to_1000,1_to_4,3,male,co-applicant,3,car_other,42,none,own,1,skilled,1,yes,yes
0_to_200,29,outstanding_credit,appliances,4527,500_to_1000,greater_7,4,male,none,3,car_other,31,none,own,2,skilled,1,yes,yes
no_checking,43,outstanding_credit,repairs,7339,greater_1000,greater_7,4,male,co-applicant,4,car_other,51,stores,free,2,skilled,2,yes,yes
0_to_200,44,prior_payments_delayed,appliances,5045,unknown,greater_7,4,male,guarantor,4,unknown,36,stores,free,2,unskilled,1,yes,yes
no_checking,32,prior_payments_delayed,business,6860,100_to_500,4_to_7,3,male,none,3,car_other,40,stores,rent,1,unskilled,1,yes,yes
no_checking,25,outstanding_credit,furniture,5371,500_to_1000,greater_7,4,male,none,4,unknown,45,none,free,2,skilled,2,yes,yes
no_checking,30,outstanding_credit,other,4730,unknown,greater_7,5,female,co-applicant,3,car_other,56,none,free,2,skilled,1,yes,yes
less_0,8,all_credits_paid_back,car_new,1914,less_100,less_1,2,female,none,1,car_other,25,stores,own,1,skilled,1,none,yes
greater_200,36,outstanding_credit,repairs,5237,500_to_1000,greater_7,4,male,none,4,car_other,49,none,own,2,skilled,1,none,yes
no_checking,25,prior_payments_delayed,education,6892,unknown,1_to_4,3,male,none,3,car_other,36,stores,rent,1,skilled,1,none,yes
0_to_200,10,prior_payments_delayed,car_new,2165,less_100,4_to_7,2,male,none,1,car_other,34,none,own,1,skilled,1,yes,yes
no_checking,31,outstanding_credit,furniture,7285,500_to_1000,4_to_7,4,male,co-applicant,5,car_other,32,none,own,1,management_self-employed,2,yes,yes
no_checking,46,outstanding_credit,appliances,8838,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,48,none,free,2,skilled,2,yes,yes
no_checking,35,outstanding_credit,repairs,7016,500_to_1000,1_to_4,4,male,none,5,savings_insurance,40,none,own,2,management_self-employed,1,yes,yes
greater_200,27,outstanding_credit,appliances,1371,500_to_1000,4_to_7,2,male,none,2,savings_insurance,36,none,free,2,skilled,1,none,yes
no_checking,12,credits_paid_to_date,car_used,2487,greater_1000,less_1,3,male,none,3,savings_insurance,45,none,own,1,management_self-employed,1,none,yes
no_checking,17,credits_paid_to_date,car_new,4252,100_to_500,less_1,2,male,none,2,car_other,36,none,free,1,skilled,1,none,yes
no_checking,34,prior_payments_delayed,business,6062,greater_1000,1_to_4,3,male,none,4,car_other,42,none,own,2,skilled,1,yes,yes
no_checking,32,outstanding_credit,appliances,6536,unknown,greater_7,5,male,co-applicant,5,unknown,54,stores,own,2,unskilled,2,yes,yes
no_checking,29,credits_paid_to_date,appliances,6498,greater_1000,4_to_7,3,female,none,4,unknown,45,none,own,1,skilled,1,none,yes
0_to_200,23,credits_paid_to_date,retraining,4556,less_100,1_to_4,2,male,none,3,savings_insurance,30,none,own,2,skilled,1,yes,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,41,bank,rent,1,unemployed,1,none,yes
no_checking,28,prior_payments_delayed,car_used,4155,unknown,greater_7,3,female,none,3,unknown,43,none,own,2,skilled,1,yes,yes
less_0,11,all_credits_paid_back,car_used,809,less_100,unemployed,2,male,none,2,real_estate,26,none,own,1,management_self-employed,1,none,yes
no_checking,29,prior_payments_delayed,radio_tv,6160,100_to_500,1_to_4,4,female,none,2,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes
0_to_200,18,credits_paid_to_date,car_new,2348,500_to_1000,1_to_4,3,male,co-applicant,2,savings_insurance,42,stores,own,1,unskilled,1,none,yes
less_0,4,no_credits,car_new,737,less_100,less_1,2,male,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes
0_to_200,22,credits_paid_to_date,furniture,3834,100_to_500,unemployed,2,female,none,3,car_other,28,none,own,1,skilled,1,none,yes
0_to_200,25,outstanding_credit,other,3411,500_to_1000,1_to_4,4,male,co-applicant,2,car_other,43,bank,own,2,unemployed,1,yes,yes
no_checking,27,credits_paid_to_date,furniture,4122,100_to_500,1_to_4,4,female,co-applicant,4,savings_insurance,47,none,free,1,skilled,1,yes,yes
no_checking,43,prior_payments_delayed,repairs,8886,greater_1000,greater_7,5,male,co-applicant,4,car_other,35,none,free,2,skilled,1,yes,yes
less_0,4,all_credits_paid_back,car_new,687,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes
0_to_200,21,outstanding_credit,appliances,2498,100_to_500,1_to_4,3,male,none,2,car_other,32,none,own,1,skilled,1,none,yes
less_0,23,prior_payments_delayed,education,3015,less_100,less_1,2,male,none,2,car_other,32,none,own,1,skilled,1,yes,yes
no_checking,22,credits_paid_to_date,radio_tv,5339,100_to_500,greater_7,4,female,none,5,savings_insurance,48,none,own,2,management_self-employed,1,yes,yes
no_checking,28,outstanding_credit,other,8404,500_to_1000,greater_7,4,male,co-applicant,3,unknown,51,none,free,2,skilled,2,yes,yes
no_checking,41,prior_payments_delayed,repairs,4569,500_to_1000,greater_7,5,male,none,3,savings_insurance,51,none,free,2,skilled,2,yes,yes
no_checking,33,prior_payments_delayed,furniture,5692,500_to_1000,1_to_4,4,female,none,3,unknown,38,bank,own,2,unemployed,1,yes,yes
0_to_200,16,credits_paid_to_date,furniture,250,less_100,4_to_7,3,female,none,3,real_estate,27,none,own,1,skilled,1,none,yes
no_checking,28,outstanding_credit,car_used,4904,500_to_1000,1_to_4,2,male,none,3,car_other,40,none,own,1,skilled,2,yes,yes
no_checking,30,prior_payments_delayed,radio_tv,9560,100_to_500,4_to_7,3,male,co-applicant,3,unknown,39,none,free,2,skilled,1,none,yes
0_to_200,13,credits_paid_to_date,car_used,818,100_to_500,1_to_4,2,female,none,2,savings_insurance,37,stores,own,2,skilled,1,none,yes
0_to_200,16,prior_payments_delayed,car_new,5551,100_to_500,1_to_4,3,male,none,3,car_other,34,none,rent,2,management_self-employed,1,none,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,1,real_estate,23,none,rent,1,skilled,1,none,yes
no_checking,51,outstanding_credit,radio_tv,9470,greater_1000,greater_7,5,male,co-applicant,3,unknown,51,none,free,2,skilled,2,yes,yes
less_0,25,prior_payments_delayed,radio_tv,3358,100_to_500,4_to_7,2,female,none,2,savings_insurance,23,bank,own,1,unskilled,2,yes,yes
less_0,6,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes
0_to_200,32,credits_paid_to_date,car_used,3706,greater_1000,1_to_4,4,female,none,4,car_other,36,stores,own,2,unskilled,2,yes,yes
no_checking,54,outstanding_credit,education,3972,unknown,greater_7,4,female,co-applicant,4,savings_insurance,41,none,own,2,skilled,2,yes,yes
no_checking,50,outstanding_credit,appliances,7443,unknown,greater_7,4,male,co-applicant,4,unknown,56,bank,own,3,unemployed,2,yes,yes
less_0,8,prior_payments_delayed,car_new,368,less_100,less_1,2,female,none,2,real_estate,29,none,rent,1,skilled,1,none,yes
less_0,9,all_credits_paid_back,car_used,4302,less_100,1_to_4,3,male,none,1,car_other,34,none,free,1,skilled,1,none,yes
no_checking,30,prior_payments_delayed,business,6677,100_to_500,less_1,3,female,none,3,savings_insurance,39,none,own,1,management_self-employed,1,none,yes
greater_200,23,credits_paid_to_date,car_used,4087,less_100,less_1,2,male,none,2,real_estate,29,none,own,2,skilled,1,yes,yes
0_to_200,4,all_credits_paid_back,radio_tv,1707,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes
less_0,4,no_credits,repairs,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes
0_to_200,21,credits_paid_to_date,retraining,3717,500_to_1000,1_to_4,3,female,none,3,real_estate,22,none,rent,1,skilled,1,none,yes
0_to_200,34,outstanding_credit,repairs,4593,unknown,1_to_4,3,male,none,2,savings_insurance,39,stores,own,2,unskilled,1,none,yes
no_checking,15,credits_paid_to_date,car_new,3869,less_100,1_to_4,2,male,none,3,car_other,39,none,own,1,skilled,1,yes,yes
0_to_200,16,prior_payments_delayed,appliances,5490,less_100,greater_7,3,male,none,2,unknown,42,none,own,1,skilled,1,yes,yes
greater_200,18,all_credits_paid_back,car_used,945,100_to_500,1_to_4,3,female,none,3,real_estate,36,none,rent,1,skilled,1,none,yes
no_checking,14,credits_paid_to_date,car_new,3540,greater_1000,4_to_7,4,male,none,3,car_other,46,none,own,2,skilled,2,none,yes
no_checking,36,prior_payments_delayed,appliances,4883,500_to_1000,4_to_7,3,male,none,3,car_other,40,none,own,1,skilled,2,none,yes
no_checking,29,prior_payments_delayed,appliances,4891,unknown,1_to_4,2,male,none,2,savings_insurance,37,stores,rent,2,unskilled,1,none,yes
no_checking,12,outstanding_credit,education,1688,100_to_500,greater_7,3,male,none,4,car_other,35,none,own,1,skilled,2,yes,yes
no_checking,8,credits_paid_to_date,car_used,3357,100_to_500,less_1,3,male,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes
greater_200,23,credits_paid_to_date,radio_tv,2976,100_to_500,4_to_7,4,female,none,4,car_other,49,none,own,1,skilled,1,yes,yes
less_0,19,credits_paid_to_date,car_used,1957,less_100,1_to_4,3,male,none,1,real_estate,33,bank,rent,1,unskilled,1,none,yes
less_0,10,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,25,stores,rent,1,skilled,1,none,yes
0_to_200,4,credits_paid_to_date,car_new,1969,less_100,1_to_4,3,male,none,3,car_other,29,stores,rent,1,unskilled,1,yes,yes
less_0,13,all_credits_paid_back,vacation,2317,less_100,less_1,2,female,none,2,savings_insurance,27,stores,own,2,skilled,1,none,yes
no_checking,24,prior_payments_delayed,appliances,9361,100_to_500,4_to_7,4,male,co-applicant,3,unknown,44,none,own,2,skilled,1,yes,yes
greater_200,42,outstanding_credit,repairs,5765,unknown,greater_7,3,male,none,3,car_other,53,stores,own,2,skilled,1,none,yes
0_to_200,4,all_credits_paid_back,education,250,less_100,less_1,2,male,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes
no_checking,26,outstanding_credit,furniture,5884,500_to_1000,4_to_7,4,female,none,3,unknown,35,none,free,2,skilled,1,yes,yes
0_to_200,25,credits_paid_to_date,furniture,3716,less_100,4_to_7,4,male,none,2,car_other,38,none,own,2,skilled,1,none,yes
no_checking,27,prior_payments_delayed,business,5376,500_to_1000,4_to_7,4,female,none,2,savings_insurance,39,none,own,2,skilled,1,none,yes
0_to_200,17,credits_paid_to_date,car_used,3301,less_100,less_1,3,male,none,2,real_estate,30,none,own,1,skilled,1,none,yes
no_checking,28,prior_payments_delayed,car_used,2470,100_to_500,1_to_4,3,male,guarantor,4,savings_insurance,30,none,own,2,skilled,1,yes,yes
less_0,9,all_credits_paid_back,car_used,250,100_to_500,less_1,1,male,none,2,real_estate,23,stores,rent,1,skilled,1,none,yes
no_checking,23,prior_payments_delayed,radio_tv,3252,100_to_500,greater_7,4,female,none,4,car_other,51,none,own,2,skilled,1,none,yes
no_checking,28,all_credits_paid_back,car_used,1038,100_to_500,4_to_7,3,male,none,3,real_estate,46,bank,own,1,unemployed,2,yes,yes
no_checking,33,outstanding_credit,furniture,4550,greater_1000,greater_7,5,male,none,4,savings_insurance,51,none,free,3,skilled,2,yes,yes
less_0,9,all_credits_paid_back,appliances,1249,less_100,1_to_4,3,female,none,1,real_estate,38,none,own,1,skilled,1,none,yes
no_checking,27,outstanding_credit,radio_tv,6083,500_to_1000,greater_7,4,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,2,yes,yes
no_checking,35,prior_payments_delayed,furniture,7824,500_to_1000,greater_7,3,male,co-applicant,3,car_other,44,none,free,2,skilled,1,none,yes
no_checking,16,credits_paid_to_date,car_new,2467,100_to_500,1_to_4,3,male,none,3,car_other,37,none,rent,1,skilled,1,yes,yes
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,2,real_estate,29,none,rent,1,skilled,1,none,yes
no_checking,28,outstanding_credit,education,6837,unknown,greater_7,5,male,none,5,car_other,49,none,own,3,skilled,2,yes,yes
less_0,17,credits_paid_to_date,car_new,2527,less_100,4_to_7,3,male,none,2,car_other,37,none,own,1,skilled,1,none,yes
less_0,14,prior_payments_delayed,furniture,250,500_to_1000,1_to_4,3,male,none,1,savings_insurance,24,none,own,1,skilled,1,yes,yes
0_to_200,28,credits_paid_to_date,appliances,3105,greater_1000,1_to_4,3,male,none,4,savings_insurance,31,none,own,1,skilled,1,none,yes
no_checking,25,prior_payments_delayed,car_used,3743,100_to_500,4_to_7,4,male,none,4,savings_insurance,46,none,own,1,management_self-employed,2,yes,yes
no_checking,26,all_credits_paid_back,radio_tv,3705,less_100,1_to_4,3,female,none,4,car_other,41,bank,own,1,unemployed,1,yes,yes
no_checking,34,outstanding_credit,repairs,8281,greater_1000,greater_7,5,male,co-applicant,3,unknown,56,none,own,2,skilled,2,yes,yes
greater_200,36,prior_payments_delayed,appliances,7673,100_to_500,4_to_7,4,male,none,4,car_other,38,none,own,2,skilled,1,yes,yes
no_checking,32,outstanding_credit,other,9724,500_to_1000,greater_7,5,male,none,5,car_other,46,none,free,2,management_self-employed,1,yes,yes
less_0,10,all_credits_paid_back,appliances,2296,less_100,unemployed,2,female,none,1,savings_insurance,26,bank,rent,1,unskilled,1,none,yes
0_to_200,4,prior_payments_delayed,education,252,less_100,1_to_4,2,female,none,1,savings_insurance,34,stores,rent,1,skilled,1,none,yes
less_0,16,credits_paid_to_date,car_new,1659,less_100,4_to_7,3,male,none,1,real_estate,21,stores,own,1,skilled,1,none,yes
0_to_200,17,credits_paid_to_date,car_used,1825,500_to_1000,4_to_7,3,male,none,4,real_estate,29,none,own,2,management_self-employed,1,none,yes
no_checking,26,prior_payments_delayed,car_used,6078,unknown,1_to_4,4,male,none,5,savings_insurance,42,none,own,2,skilled,1,none,no
no_checking,45,prior_payments_delayed,appliances,6038,500_to_1000,4_to_7,4,male,guarantor,5,unknown,58,none,free,2,skilled,2,yes,yes
less_0,12,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes
no_checking,25,prior_payments_delayed,car_used,1773,500_to_1000,greater_7,4,female,none,4,savings_insurance,45,none,own,1,skilled,1,yes,yes
no_checking,28,prior_payments_delayed,car_used,3542,greater_1000,1_to_4,4,female,none,3,car_other,43,none,own,1,skilled,1,yes,yes
less_0,23,credits_paid_to_date,furniture,317,less_100,1_to_4,2,female,none,1,savings_insurance,20,bank,own,1,unskilled,1,none,yes
less_0,13,all_credits_paid_back,car_new,2436,less_100,less_1,2,female,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes
less_0,34,credits_paid_to_date,business,3198,less_100,greater_7,3,male,none,2,savings_insurance,34,stores,free,2,skilled,1,yes,no
no_checking,34,outstanding_credit,repairs,6523,unknown,4_to_7,4,male,co-applicant,3,unknown,48,none,free,2,skilled,1,yes,yes
less_0,13,prior_payments_delayed,appliances,250,500_to_1000,4_to_7,2,male,none,3,car_other,28,stores,own,1,skilled,1,none,yes
0_to_200,25,outstanding_credit,appliances,2992,500_to_1000,4_to_7,3,male,none,2,car_other,41,none,own,2,skilled,1,none,no
less_0,16,prior_payments_delayed,car_new,1149,less_100,1_to_4,3,male,none,2,savings_insurance,45,none,own,2,skilled,1,yes,yes
no_checking,34,outstanding_credit,appliances,2838,500_to_1000,greater_7,4,female,none,4,savings_insurance,35,none,free,1,skilled,1,yes,yes
no_checking,8,credits_paid_to_date,car_used,376,less_100,4_to_7,3,female,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes
no_checking,29,prior_payments_delayed,education,6693,500_to_1000,4_to_7,4,male,none,5,car_other,47,none,own,2,management_self-employed,1,yes,yes
0_to_200,14,credits_paid_to_date,car_new,2055,less_100,4_to_7,3,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes
less_0,14,all_credits_paid_back,car_new,1943,less_100,1_to_4,2,female,none,3,real_estate,21,none,own,1,skilled,1,none,yes
no_checking,30,prior_payments_delayed,education,7603,100_to_500,4_to_7,3,male,none,4,savings_insurance,39,none,own,2,management_self-employed,1,none,yes
no_checking,24,prior_payments_delayed,education,1828,unknown,1_to_4,3,male,none,3,savings_insurance,44,none,own,1,skilled,1,none,yes
greater_200,12,prior_payments_delayed,radio_tv,336,100_to_500,4_to_7,3,male,none,3,savings_insurance,33,none,free,1,skilled,1,yes,yes
no_checking,33,outstanding_credit,furniture,4539,greater_1000,greater_7,4,male,co-applicant,5,savings_insurance,51,stores,own,2,unskilled,2,yes,yes
less_0,4,prior_payments_delayed,furniture,2499,500_to_1000,1_to_4,3,male,none,2,car_other,23,none,own,1,skilled,1,none,yes
less_0,8,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes
0_to_200,20,credits_paid_to_date,furniture,4787,less_100,4_to_7,2,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,no
greater_200,24,credits_paid_to_date,furniture,6266,less_100,less_1,2,male,none,3,car_other,44,none,own,1,skilled,1,yes,yes
0_to_200,26,credits_paid_to_date,radio_tv,5521,greater_1000,greater_7,4,male,none,3,savings_insurance,34,none,own,2,management_self-employed,1,yes,yes
less_0,15,prior_payments_delayed,car_used,1843,less_100,less_1,2,male,none,2,real_estate,33,none,own,2,skilled,2,none,yes
less_0,16,prior_payments_delayed,appliances,250,less_100,4_to_7,1,male,none,2,savings_insurance,22,stores,own,1,unskilled,1,none,yes
no_checking,41,outstanding_credit,repairs,9528,greater_1000,1_to_4,4,female,co-applicant,5,car_other,41,none,free,2,management_self-employed,1,yes,yes
less_0,17,credits_paid_to_date,radio_tv,2533,less_100,less_1,2,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes
no_checking,25,credits_paid_to_date,furniture,5758,100_to_500,4_to_7,4,female,none,4,unknown,38,none,free,2,management_self-employed,1,none,yes
no_checking,29,prior_payments_delayed,appliances,8377,unknown,1_to_4,4,female,none,3,unknown,54,none,own,2,skilled,1,none,yes
less_0,6,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,32,stores,rent,2,skilled,1,none,yes
0_to_200,13,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,none,3,real_estate,21,none,own,1,skilled,1,none,yes
0_to_200,4,all_credits_paid_back,car_new,2813,100_to_500,4_to_7,3,male,none,4,car_other,19,none,own,2,skilled,1,none,yes
no_checking,36,outstanding_credit,repairs,7109,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,42,none,free,2,skilled,1,yes,yes
no_checking,37,prior_payments_delayed,furniture,8265,unknown,4_to_7,4,male,co-applicant,5,car_other,38,none,own,2,management_self-employed,2,yes,yes
greater_200,24,outstanding_credit,education,8247,100_to_500,greater_7,4,female,none,4,unknown,52,none,free,2,skilled,1,yes,yes
0_to_200,6,all_credits_paid_back,education,2267,100_to_500,4_to_7,3,female,none,2,real_estate,29,none,own,2,skilled,1,none,yes
0_to_200,32,credits_paid_to_date,appliances,2481,greater_1000,greater_7,3,male,none,3,unknown,41,none,rent,1,skilled,1,none,yes
less_0,16,prior_payments_delayed,radio_tv,1332,greater_1000,1_to_4,2,male,co-applicant,2,car_other,38,stores,own,2,skilled,1,yes,yes
0_to_200,14,no_credits,car_new,539,less_100,1_to_4,3,female,none,3,savings_insurance,36,bank,own,1,unskilled,1,none,yes
less_0,13,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes
0_to_200,4,credits_paid_to_date,car_new,1652,500_to_1000,1_to_4,3,male,none,3,savings_insurance,28,none,rent,1,skilled,2,none,yes
less_0,11,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,savings_insurance,42,stores,own,1,skilled,1,none,yes
less_0,8,prior_payments_delayed,car_new,4334,less_100,1_to_4,1,male,none,2,unknown,45,stores,own,1,skilled,1,none,yes
no_checking,32,prior_payments_delayed,vacation,5743,100_to_500,less_1,4,male,none,3,savings_insurance,29,none,own,1,management_self-employed,1,none,yes
0_to_200,18,credits_paid_to_date,car_new,609,100_to_500,1_to_4,3,male,none,3,real_estate,36,none,rent,1,skilled,1,none,yes
less_0,27,all_credits_paid_back,radio_tv,2165,500_to_1000,1_to_4,2,male,none,1,real_estate,32,stores,rent,2,unskilled,1,none,yes
no_checking,40,prior_payments_delayed,vacation,6386,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,49,none,own,1,skilled,1,yes,yes
less_0,27,outstanding_credit,car_used,1823,greater_1000,greater_7,3,male,none,2,savings_insurance,27,bank,own,2,unemployed,1,yes,yes
no_checking,17,outstanding_credit,car_used,1501,unknown,greater_7,4,female,none,5,car_other,45,none,own,2,skilled,2,yes,yes
less_0,24,credits_paid_to_date,furniture,2601,500_to_1000,less_1,2,male,none,1,car_other,27,stores,own,2,skilled,1,none,yes
less_0,12,all_credits_paid_back,car_used,916,less_100,less_1,2,female,co-applicant,2,savings_insurance,38,none,own,1,skilled,1,none,yes
no_checking,31,prior_payments_delayed,car_used,1816,500_to_1000,1_to_4,4,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes
no_checking,31,prior_payments_delayed,appliances,6610,100_to_500,1_to_4,4,female,none,3,savings_insurance,48,none,own,2,skilled,1,none,yes
less_0,25,credits_paid_to_date,appliances,250,500_to_1000,4_to_7,2,male,none,2,savings_insurance,29,stores,own,1,skilled,1,yes,yes
no_checking,8,prior_payments_delayed,car_new,4882,greater_1000,greater_7,4,male,none,4,unknown,37,none,own,1,skilled,2,none,yes
no_checking,27,prior_payments_delayed,education,3512,100_to_500,4_to_7,3,female,none,3,car_other,30,none,own,1,skilled,1,none,yes
0_to_200,16,prior_payments_delayed,radio_tv,2208,less_100,greater_7,4,female,none,3,car_other,43,none,free,2,skilled,1,yes,yes
less_0,15,credits_paid_to_date,car_used,946,500_to_1000,1_to_4,2,male,none,3,car_other,26,none,rent,1,skilled,1,none,yes
greater_200,29,prior_payments_delayed,car_used,3733,100_to_500,4_to_7,4,male,none,3,car_other,41,none,own,1,skilled,1,yes,yes
0_to_200,32,credits_paid_to_date,business,3283,100_to_500,1_to_4,2,male,none,1,car_other,31,none,own,1,skilled,1,none,yes
less_0,13,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes
less_0,35,credits_paid_to_date,education,3615,greater_1000,1_to_4,3,male,none,2,savings_insurance,37,none,rent,2,skilled,1,yes,yes
no_checking,45,outstanding_credit,appliances,10046,greater_1000,4_to_7,5,male,co-applicant,5,car_other,45,none,own,2,management_self-employed,2,none,yes
0_to_200,19,prior_payments_delayed,radio_tv,4312,greater_1000,1_to_4,2,male,none,3,car_other,38,none,own,2,skilled,1,none,yes
greater_200,10,prior_payments_delayed,retraining,1000,100_to_500,greater_7,4,female,none,3,car_other,36,none,own,1,skilled,1,yes,yes
less_0,7,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes
no_checking,37,prior_payments_delayed,appliances,4956,500_to_1000,1_to_4,3,male,none,4,car_other,44,none,own,2,skilled,1,none,yes
less_0,10,all_credits_paid_back,car_used,2323,100_to_500,less_1,2,male,none,2,car_other,19,bank,rent,1,unemployed,1,none,yes
0_to_200,7,all_credits_paid_back,car_used,250,less_100,unemployed,1,female,none,1,savings_insurance,23,none,own,1,skilled,1,none,yes
less_0,4,prior_payments_delayed,vacation,5813,less_100,1_to_4,3,female,none,2,car_other,22,none,own,2,skilled,1,none,yes
less_0,12,all_credits_paid_back,appliances,655,less_100,1_to_4,3,female,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes
no_checking,24,prior_payments_delayed,radio_tv,2009,100_to_500,greater_7,3,male,none,3,car_other,50,none,own,1,skilled,1,none,yes
no_checking,39,prior_payments_delayed,repairs,6448,500_to_1000,greater_7,5,male,co-applicant,4,unknown,42,none,free,2,skilled,2,yes,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes
0_to_200,14,prior_payments_delayed,furniture,2411,less_100,1_to_4,2,male,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes
no_checking,30,prior_payments_delayed,appliances,6205,100_to_500,greater_7,5,female,none,3,car_other,48,none,own,1,skilled,1,none,yes
less_0,4,no_credits,car_new,250,less_100,less_1,1,male,none,1,real_estate,27,stores,rent,1,skilled,1,none,yes
no_checking,29,prior_payments_delayed,radio_tv,5566,unknown,greater_7,5,male,co-applicant,4,car_other,49,none,own,2,skilled,1,yes,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes
greater_200,31,credits_paid_to_date,car_used,4071,100_to_500,4_to_7,4,male,guarantor,4,car_other,47,none,free,1,skilled,1,yes,yes
greater_200,33,prior_payments_delayed,furniture,1231,100_to_500,1_to_4,3,male,none,2,savings_insurance,41,none,own,1,skilled,1,none,yes
